series,date,state,sector,value
abs,01/01/2019,Selangor,Construction,20663.954
abs,01/01/2019,Selangor,Services,214347.881
abs,01/01/2019,Selangor,Import Duties,8486.83
abs,01/01/2019,Terengganu,Overall GDP,36000.52
abs,01/01/2019,Terengganu,Agriculture,3016.084
abs,01/01/2019,Terengganu,Mining & Quarrying,200.918
abs,01/01/2019,Terengganu,Manufacturing,13093.274
abs,01/01/2019,Terengganu,Construction,1165.429
abs,01/01/2019,Terengganu,Services,18508.873
abs,01/01/2019,Terengganu,Import Duties,15.941
abs,01/01/2019,W.P. Kuala Lumpur,Overall GDP,233793.693
abs,01/01/2019,W.P. Kuala Lumpur,Agriculture,0
abs,01/01/2019,W.P. Kuala Lumpur,Mining & Quarrying,152.637
abs,01/01/2019,W.P. Kuala Lumpur,Manufacturing,6119.096
abs,01/01/2019,W.P. Kuala Lumpur,Construction,18469.697
abs,01/01/2019,W.P. Kuala Lumpur,Services,205330.858
abs,01/01/2019,W.P. Kuala Lumpur,Import Duties,3719.753
abs,01/01/2019,W.P. Labuan,Overall GDP,7623.268
abs,01/01/2019,W.P. Labuan,Agriculture,133.251
abs,01/01/2019,W.P. Labuan,Mining & Quarrying,0
abs,01/01/2019,W.P. Labuan,Manufacturing,1383.647
abs,01/01/2019,W.P. Labuan,Construction,177.184
abs,01/01/2019,W.P. Labuan,Services,5897.621
abs,01/01/2019,W.P. Labuan,Import Duties,31.566
abs,01/01/2020,Johor,Overall GDP,128073.564
abs,01/01/2020,Johor,Agriculture,16856.55
abs,01/01/2020,Johor,Mining & Quarrying,657.515
abs,01/01/2020,Johor,Manufacturing,38650.689
abs,01/01/2020,Johor,Construction,4175.525
abs,01/01/2020,Johor,Services,66406.166
abs,01/01/2020,Johor,Import Duties,1327.119
abs,01/01/2020,Kedah,Overall GDP,46042.458
abs,01/01/2020,Kedah,Agriculture,5517.843
abs,01/01/2020,Kedah,Mining & Quarrying,111.892
abs,01/01/2020,Kedah,Manufacturing,13618.773
abs,01/01/2020,Kedah,Construction,1112.621
abs,01/01/2020,Kedah,Services,25433.746
abs,01/01/2020,Kedah,Import Duties,247.582
abs,01/01/2020,Kelantan,Overall GDP,25187.708
abs,01/01/2020,Kelantan,Agriculture,5817.503
abs,01/01/2020,Kelantan,Mining & Quarrying,341.892
abs,01/01/2020,Kelantan,Manufacturing,1234.011
abs,01/01/2020,Kelantan,Construction,396.456
abs,01/01/2020,Kelantan,Services,17374.192
abs,01/01/2020,Kelantan,Import Duties,23.653
abs,01/01/2020,Melaka,Overall GDP,41030.449
abs,01/01/2020,Melaka,Agriculture,4583.532
abs,01/01/2020,Melaka,Mining & Quarrying,59.283
abs,01/01/2020,Melaka,Manufacturing,15322.431
abs,01/01/2020,Melaka,Construction,991.943
abs,01/01/2020,Melaka,Services,19969.693
abs,01/01/2020,Melaka,Import Duties,103.567
abs,01/01/2020,Negeri Sembilan,Overall GDP,46336.101
abs,01/01/2020,Negeri Sembilan,Agriculture,3318.702
abs,01/01/2020,Negeri Sembilan,Mining & Quarrying,199.668
abs,01/01/2020,Negeri Sembilan,Manufacturing,16760.978
abs,01/01/2020,Negeri Sembilan,Construction,1370.22
abs,01/01/2020,Negeri Sembilan,Services,23822.068
abs,01/01/2020,Negeri Sembilan,Import Duties,864.466
abs,01/01/2020,Pahang,Overall GDP,54885.462
abs,01/01/2020,Pahang,Agriculture,13001.464
abs,01/01/2020,Pahang,Mining & Quarrying,613.576
abs,01/01/2020,Pahang,Manufacturing,12246.086
abs,01/01/2020,Pahang,Construction,1351.98
abs,01/01/2020,Pahang,Services,27597.184
abs,01/01/2020,Pahang,Import Duties,75.173
abs,01/01/2020,Perak,Overall GDP,74263.987
abs,01/01/2020,Perak,Agriculture,11430.364
abs,01/01/2020,Perak,Mining & Quarrying,432.138
abs,01/01/2020,Perak,Manufacturing,14155.88
abs,01/01/2020,Perak,Construction,2057.417
abs,01/01/2020,Perak,Services,46136.819
abs,01/01/2020,Perak,Import Duties,51.37
abs,01/01/2020,Perlis,Overall GDP,5785.067
abs,01/01/2020,Perlis,Agriculture,1087.742
abs,01/01/2020,Perlis,Mining & Quarrying,30.067
abs,01/01/2020,Perlis,Manufacturing,443.996
abs,01/01/2020,Perlis,Construction,150.603
abs,01/01/2020,Perlis,Services,4032.247
abs,01/01/2020,Perlis,Import Duties,40.41
abs,01/01/2020,Pulau Pinang,Overall GDP,92690.682
abs,01/01/2020,Pulau Pinang,Agriculture,2048.85
abs,01/01/2020,Pulau Pinang,Mining & Quarrying,139.141
abs,01/01/2020,Pulau Pinang,Manufacturing,41626.57
abs,01/01/2020,Pulau Pinang,Construction,2234.118
abs,01/01/2020,Pulau Pinang,Services,45978.568
abs,01/01/2020,Pulau Pinang,Import Duties,663.435
abs,01/01/2020,Sabah,Overall GDP,77840.052
abs,01/01/2020,Sabah,Agriculture,12798.329
abs,01/01/2020,Sabah,Mining & Quarrying,19935.969
abs,01/01/2020,Sabah,Manufacturing,6042.344
abs,01/01/2020,Sabah,Construction,2196.533
abs,01/01/2020,Sabah,Services,36597.415
abs,01/01/2020,Sabah,Import Duties,269.462
abs,01/01/2020,Sarawak,Overall GDP,127556.288
abs,01/01/2020,Sarawak,Agriculture,14907.463
abs,01/01/2020,Sarawak,Mining & Quarrying,28591.412
abs,01/01/2020,Sarawak,Manufacturing,33427.691
abs,01/01/2020,Sarawak,Construction,4081.745
abs,01/01/2020,Sarawak,Services,46160.302
abs,01/01/2020,Sarawak,Import Duties,387.676
abs,01/01/2020,Selangor,Overall GDP,326805.3
abs,01/01/2020,Selangor,Agriculture,4721.221
abs,01/01/2020,Selangor,Mining & Quarrying,755.167
abs,01/01/2020,Selangor,Manufacturing,95113.627
abs,01/01/2020,Selangor,Construction,18664.936
abs,01/01/2020,Selangor,Services,200127.437
abs,01/01/2020,Selangor,Import Duties,7422.912
abs,01/01/2020,Terengganu,Overall GDP,33994.032
abs,01/01/2020,Terengganu,Agriculture,2902.817
abs,01/01/2020,Terengganu,Mining & Quarrying,175.891
abs,01/01/2020,Terengganu,Manufacturing,11861.58
abs,01/01/2020,Terengganu,Construction,1080.445
abs,01/01/2020,Terengganu,Services,17942.611
abs,01/01/2020,Terengganu,Import Duties,30.687
abs,01/01/2020,W.P. Kuala Lumpur,Overall GDP,217447.043
abs,01/01/2020,W.P. Kuala Lumpur,Agriculture,0
abs,01/01/2020,W.P. Kuala Lumpur,Mining & Quarrying,138.272
abs,01/01/2020,W.P. Kuala Lumpur,Manufacturing,5733.447
abs,01/01/2020,W.P. Kuala Lumpur,Construction,13589.06
abs,01/01/2020,W.P. Kuala Lumpur,Services,194204.167
abs,01/01/2020,W.P. Kuala Lumpur,Import Duties,3780.403
abs,01/01/2020,W.P. Labuan,Overall GDP,7613.361
abs,01/01/2020,W.P. Labuan,Agriculture,115.129
abs,01/01/2020,W.P. Labuan,Mining & Quarrying,0
abs,01/01/2020,W.P. Labuan,Manufacturing,1367.505
abs,01/01/2020,W.P. Labuan,Construction,162.59
abs,01/01/2020,W.P. Labuan,Services,5910.296
abs,01/01/2020,W.P. Labuan,Import Duties,57.841
abs,01/01/2021,Johor,Overall GDP,131242.981
abs,01/01/2021,Johor,Agriculture,16882.569
abs,01/01/2021,Johor,Mining & Quarrying,586.874
abs,01/01/2021,Johor,Manufacturing,40726.902
abs,01/01/2021,Johor,Construction,3417.687
abs,01/01/2021,Johor,Services,68360.034
abs,01/01/2021,Johor,Import Duties,1268.915
abs,01/01/2021,Kedah,Overall GDP,47505.068
abs,01/01/2021,Kedah,Agriculture,5668.731
abs,01/01/2021,Kedah,Mining & Quarrying,103.154
abs,01/01/2021,Kedah,Manufacturing,14465.165
abs,01/01/2021,Kedah,Construction,1018.949
abs,01/01/2021,Kedah,Services,25925.347
abs,01/01/2021,Kedah,Import Duties,323.722
abs,01/01/2021,Kelantan,Overall GDP,25781.895
abs,01/01/2021,Kelantan,Agriculture,5869.39
abs,01/01/2021,Kelantan,Mining & Quarrying,352.629
abs,01/01/2021,Kelantan,Manufacturing,1259.726
abs,01/01/2021,Kelantan,Construction,400.86
abs,01/01/2021,Kelantan,Services,17866.211
abs,01/01/2021,Kelantan,Import Duties,33.078
abs,01/01/2021,Melaka,Overall GDP,41871.632
abs,01/01/2021,Melaka,Agriculture,4517.274
abs,01/01/2021,Melaka,Mining & Quarrying,55.351
abs,01/01/2021,Melaka,Manufacturing,15835.427
abs,01/01/2021,Melaka,Construction,896.499
abs,01/01/2021,Melaka,Services,20508.12
abs,01/01/2021,Melaka,Import Duties,58.961
abs,01/01/2021,Negeri Sembilan,Overall GDP,47787.092
abs,01/01/2021,Negeri Sembilan,Agriculture,3303.506
abs,01/01/2021,Negeri Sembilan,Mining & Quarrying,186.343
abs,01/01/2021,Negeri Sembilan,Manufacturing,17962.246
abs,01/01/2021,Negeri Sembilan,Construction,1365.234
abs,01/01/2021,Negeri Sembilan,Services,24359.904
abs,01/01/2021,Negeri Sembilan,Import Duties,609.859
abs,01/01/2021,Pahang,Overall GDP,55440.104
abs,01/01/2021,Pahang,Agriculture,13005.688
abs,01/01/2021,Pahang,Mining & Quarrying,507.224
abs,01/01/2021,Pahang,Manufacturing,12990.245
abs,01/01/2021,Pahang,Construction,1600.807
abs,01/01/2021,Pahang,Services,27285.399
abs,01/01/2021,Pahang,Import Duties,50.74
abs,01/01/2021,Perak,Overall GDP,76900.997
abs,01/01/2021,Perak,Agriculture,11768.73
abs,01/01/2021,Perak,Mining & Quarrying,401.822
abs,01/01/2021,Perak,Manufacturing,15453.346
abs,01/01/2021,Perak,Construction,1919.248
abs,01/01/2021,Perak,Services,47322.899
abs,01/01/2021,Perak,Import Duties,34.953
abs,01/01/2021,Perlis,Overall GDP,5866.65
abs,01/01/2021,Perlis,Agriculture,1023.525
abs,01/01/2021,Perlis,Mining & Quarrying,28.553
abs,01/01/2021,Perlis,Manufacturing,467.888
abs,01/01/2021,Perlis,Construction,150.799
abs,01/01/2021,Perlis,Services,4119.515
abs,01/01/2021,Perlis,Import Duties,76.371
abs,01/01/2021,Pulau Pinang,Overall GDP,99123.944
abs,01/01/2021,Pulau Pinang,Agriculture,1999.831
abs,01/01/2021,Pulau Pinang,Mining & Quarrying,129.979
abs,01/01/2021,Pulau Pinang,Manufacturing,46768.162
abs,01/01/2021,Pulau Pinang,Construction,2521.324
abs,01/01/2021,Pulau Pinang,Services,47079.905
abs,01/01/2021,Pulau Pinang,Import Duties,624.743
abs,01/01/2021,Sabah,Overall GDP,79000.069
abs,01/01/2021,Sabah,Agriculture,12517.988
abs,01/01/2021,Sabah,Mining & Quarrying,20574.499
abs,01/01/2021,Sabah,Manufacturing,5931.064
abs,01/01/2021,Sabah,Construction,2368.222
abs,01/01/2021,Sabah,Services,37368.739
abs,01/01/2021,Sabah,Import Duties,239.556
abs,01/01/2021,Sarawak,Overall GDP,131593.878
abs,01/01/2021,Sarawak,Agriculture,14465.913
abs,01/01/2021,Sarawak,Mining & Quarrying,27875.384
abs,01/01/2021,Sarawak,Manufacturing,37092.353
abs,01/01/2021,Sarawak,Construction,4490.408
abs,01/01/2021,Sarawak,Services,47314.523
abs,01/01/2021,Sarawak,Import Duties,355.297
abs,01/01/2021,Selangor,Overall GDP,344102.741
abs,01/01/2021,Selangor,Agriculture,4950.204
abs,01/01/2021,Selangor,Mining & Quarrying,707.8
abs,01/01/2021,Selangor,Manufacturing,107456.098
abs,01/01/2021,Selangor,Construction,17473.8
abs,01/01/2021,Selangor,Services,205429.698
abs,01/01/2021,Selangor,Import Duties,8085.14
abs,01/01/2021,Terengganu,Overall GDP,35235.898
abs,01/01/2021,Terengganu,Agriculture,2751.573
abs,01/01/2021,Terengganu,Mining & Quarrying,177.668
abs,01/01/2021,Terengganu,Manufacturing,12984.114
abs,01/01/2021,Terengganu,Construction,1105.7
abs,01/01/2021,Terengganu,Services,18200.843
abs,01/01/2021,Terengganu,Import Duties,15.999
abs,01/01/2021,W.P. Kuala Lumpur,Overall GDP,219883.721
abs,01/01/2021,W.P. Kuala Lumpur,Agriculture,0
abs,01/01/2021,W.P. Kuala Lumpur,Mining & Quarrying,134.235
abs,01/01/2021,W.P. Kuala Lumpur,Manufacturing,5977.909
abs,01/01/2021,W.P. Kuala Lumpur,Construction,11966.1
abs,01/01/2021,W.P. Kuala Lumpur,Services,197978.504
abs,01/01/2021,W.P. Kuala Lumpur,Import Duties,3825.288
abs,01/01/2021,W.P. Labuan,Overall GDP,7649.669
abs,01/01/2021,W.P. Labuan,Agriculture,116.628
abs,01/01/2021,W.P. Labuan,Mining & Quarrying,0
abs,01/01/2021,W.P. Labuan,Manufacturing,1353.715
abs,01/01/2021,W.P. Labuan,Construction,143.3
abs,01/01/2021,W.P. Labuan,Services,5996.655
abs,01/01/2021,W.P. Labuan,Import Duties,39.372
abs,01/01/2022,Johor,Overall GDP,142369.692
abs,01/01/2022,Johor,Agriculture,17402.664
abs,01/01/2022,Johor,Mining & Quarrying,648.636
abs,01/01/2022,Johor,Manufacturing,42948.216
abs,01/01/2022,Johor,Construction,3962.15
abs,01/01/2022,Johor,Services,75875.363
abs,01/01/2022,Johor,Import Duties,1532.664
abs,01/01/2022,Kedah,Overall GDP,50982.123
abs,01/01/2022,Kedah,Agriculture,5687.965
abs,01/01/2022,Kedah,Mining & Quarrying,114.256
abs,01/01/2022,Kedah,Manufacturing,15633.475
abs,01/01/2022,Kedah,Construction,1205.493
abs,01/01/2022,Kedah,Services,27992.38
abs,01/01/2022,Kedah,Import Duties,348.554
abs,01/01/2022,Kelantan,Overall GDP,26934.566
abs,01/01/2022,Kelantan,Agriculture,5640.233
abs,01/01/2022,Kelantan,Mining & Quarrying,392.951
abs,01/01/2022,Kelantan,Manufacturing,1298.632
abs,01/01/2022,Kelantan,Construction,479.777
abs,01/01/2022,Kelantan,Services,19077.743
abs,01/01/2022,Kelantan,Import Duties,45.229
abs,01/01/2022,Melaka,Overall GDP,45579.035
abs,01/01/2022,Melaka,Agriculture,4544.829
abs,01/01/2022,Melaka,Mining & Quarrying,61.137
abs,01/01/2022,Melaka,Manufacturing,16904.765
abs,01/01/2022,Melaka,Construction,942.579
abs,01/01/2022,Melaka,Services,23058.978
abs,01/01/2022,Melaka,Import Duties,66.747
abs,01/01/2022,Negeri Sembilan,Overall GDP,50939.264
abs,01/01/2022,Negeri Sembilan,Agriculture,3321.034
abs,01/01/2022,Negeri Sembilan,Mining & Quarrying,206.612
abs,01/01/2022,Negeri Sembilan,Manufacturing,19394.015
abs,01/01/2022,Negeri Sembilan,Construction,1444.138
abs,01/01/2022,Negeri Sembilan,Services,26255.402
abs,01/01/2022,Negeri Sembilan,Import Duties,318.062
abs,01/01/2022,Pahang,Overall GDP,61746.204
abs,01/01/2022,Pahang,Agriculture,13887.161
abs,01/01/2022,Pahang,Mining & Quarrying,571.949
abs,01/01/2022,Pahang,Manufacturing,13745.04
abs,01/01/2022,Pahang,Construction,1584.062
abs,01/01/2022,Pahang,Services,31906.849
abs,01/01/2022,Pahang,Import Duties,51.142
abs,01/01/2022,Perak,Overall GDP,80426.886
abs,01/01/2022,Perak,Agriculture,11466.447
abs,01/01/2022,Perak,Mining & Quarrying,449.423
abs,01/01/2022,Perak,Manufacturing,15606.298
abs,01/01/2022,Perak,Construction,2036.458
abs,01/01/2022,Perak,Services,50816.522
abs,01/01/2022,Perak,Import Duties,51.737
abs,01/01/2022,Perlis,Overall GDP,6209.957
abs,01/01/2022,Perlis,Agriculture,1058.373
abs,01/01/2022,Perlis,Mining & Quarrying,31.391
abs,01/01/2022,Perlis,Manufacturing,489.059
abs,01/01/2022,Perlis,Construction,152.461
abs,01/01/2022,Perlis,Services,4350.08
abs,01/01/2022,Perlis,Import Duties,128.592
abs,01/01/2022,Pulau Pinang,Overall GDP,112281.052
abs,01/01/2022,Pulau Pinang,Agriculture,2094.675
abs,01/01/2022,Pulau Pinang,Mining & Quarrying,143.903
abs,01/01/2022,Pulau Pinang,Manufacturing,54187.835
abs,01/01/2022,Pulau Pinang,Construction,2721.224
abs,01/01/2022,Pulau Pinang,Services,52490.218
abs,01/01/2022,Pulau Pinang,Import Duties,643.197
abs,01/01/2022,Sabah,Overall GDP,82106.428
abs,01/01/2022,Sabah,Agriculture,12543.031
abs,01/01/2022,Sabah,Mining & Quarrying,20454.838
abs,01/01/2022,Sabah,Manufacturing,5780.032
abs,01/01/2022,Sabah,Construction,2514.425
abs,01/01/2022,Sabah,Services,40544.43
abs,01/01/2022,Sabah,Import Duties,269.672
abs,01/01/2022,Sarawak,Overall GDP,140698.831
abs,01/01/2022,Sarawak,Agriculture,14727.061
abs,01/01/2022,Sarawak,Mining & Quarrying,29911.17
abs,01/01/2022,Sarawak,Manufacturing,39229.048
abs,01/01/2022,Sarawak,Construction,4671.277
abs,01/01/2022,Sarawak,Services,51732.671
abs,01/01/2022,Sarawak,Import Duties,427.604
abs,01/01/2022,Selangor,Overall GDP,385158.798
abs,01/01/2022,Selangor,Agriculture,4925.552
abs,01/01/2022,Selangor,Mining & Quarrying,796.664
abs,01/01/2022,Selangor,Manufacturing,117172.055
abs,01/01/2022,Selangor,Construction,18208.686
abs,01/01/2022,Selangor,Services,233372.832
abs,01/01/2022,Selangor,Import Duties,10683.01
abs,01/01/2022,Terengganu,Overall GDP,37353.84
abs,01/01/2022,Terengganu,Agriculture,2659.501
abs,01/01/2022,Terengganu,Mining & Quarrying,197.155
abs,01/01/2022,Terengganu,Manufacturing,14061.235
abs,01/01/2022,Terengganu,Construction,1143.569
abs,01/01/2022,Terengganu,Services,19284.074
abs,01/01/2022,Terengganu,Import Duties,8.308
abs,01/01/2022,W.P. Kuala Lumpur,Overall GDP,240517.538
abs,01/01/2022,W.P. Kuala Lumpur,Agriculture,0
abs,01/01/2022,W.P. Kuala Lumpur,Mining & Quarrying,147.775
abs,01/01/2022,W.P. Kuala Lumpur,Manufacturing,6297.152
abs,01/01/2022,W.P. Kuala Lumpur,Construction,12212.196
abs,01/01/2022,W.P. Kuala Lumpur,Services,219683.46
abs,01/01/2022,W.P. Kuala Lumpur,Import Duties,2175.199
abs,01/01/2022,W.P. Labuan,Overall GDP,7962.511
abs,01/01/2022,W.P. Labuan,Agriculture,122.137
abs,01/01/2022,W.P. Labuan,Mining & Quarrying,0
abs,01/01/2022,W.P. Labuan,Manufacturing,1376.733
abs,01/01/2022,W.P. Labuan,Construction,147.96
abs,01/01/2022,W.P. Labuan,Services,6281.577
abs,01/01/2022,W.P. Labuan,Import Duties,34.104
abs,01/01/2023,Johor,Overall GDP,148204.766
abs,01/01/2023,Johor,Agriculture,17205.216
abs,01/01/2023,Johor,Mining & Quarrying,691.086
abs,01/01/2023,Johor,Manufacturing,44165.268
abs,01/01/2023,Johor,Construction,4484.893
abs,01/01/2023,Johor,Services,79960.534
abs,01/01/2023,Johor,Import Duties,1697.769
abs,01/01/2023,Kedah,Overall GDP,51782.054
abs,01/01/2023,Kedah,Agriculture,5527.501
abs,01/01/2023,Kedah,Mining & Quarrying,121.952
abs,01/01/2023,Kedah,Manufacturing,15137.514
abs,01/01/2023,Kedah,Construction,1576.896
abs,01/01/2023,Kedah,Services,29115.645
abs,01/01/2023,Kedah,Import Duties,302.547
abs,01/01/2023,Kelantan,Overall GDP,27647.952
abs,01/01/2023,Kelantan,Agriculture,5609.939
abs,01/01/2023,Kelantan,Mining & Quarrying,424.836
abs,01/01/2023,Kelantan,Manufacturing,1265.084
abs,01/01/2023,Kelantan,Construction,511.92
abs,01/01/2023,Kelantan,Services,19799.217
abs,01/01/2023,Kelantan,Import Duties,36.957
abs,01/01/2023,Melaka,Overall GDP,46933.449
abs,01/01/2023,Melaka,Agriculture,4838.454
abs,01/01/2023,Melaka,Mining & Quarrying,64.889
abs,01/01/2023,Melaka,Manufacturing,16951.271
abs,01/01/2023,Melaka,Construction,996.003
abs,01/01/2023,Melaka,Services,24017.86
abs,01/01/2023,Melaka,Import Duties,64.971
abs,01/01/2023,Negeri Sembilan,Overall GDP,51864.043
abs,01/01/2023,Negeri Sembilan,Agriculture,3156.776
abs,01/01/2023,Negeri Sembilan,Mining & Quarrying,224.402
abs,01/01/2023,Negeri Sembilan,Manufacturing,19627.523
abs,01/01/2023,Negeri Sembilan,Construction,1322.75
abs,01/01/2023,Negeri Sembilan,Services,27435.109
abs,01/01/2023,Negeri Sembilan,Import Duties,97.482
abs,01/01/2023,Pahang,Overall GDP,64941.717
abs,01/01/2023,Pahang,Agriculture,14232.855
abs,01/01/2023,Pahang,Mining & Quarrying,626.959
abs,01/01/2023,Pahang,Manufacturing,14038.951
abs,01/01/2023,Pahang,Construction,2171.957
abs,01/01/2023,Pahang,Services,33833.324
abs,01/01/2023,Pahang,Import Duties,37.671
abs,01/01/2023,Perak,Overall GDP,82558.744
abs,01/01/2023,Perak,Agriculture,11682.179
abs,01/01/2023,Perak,Mining & Quarrying,486.814
abs,01/01/2023,Perak,Manufacturing,15951.746
abs,01/01/2023,Perak,Construction,2032.742
abs,01/01/2023,Perak,Services,52345.472
abs,01/01/2023,Perak,Import Duties,59.791
abs,01/01/2023,Perlis,Overall GDP,6343.178
abs,01/01/2023,Perlis,Agriculture,1101.382
abs,01/01/2023,Perlis,Mining & Quarrying,33.013
abs,01/01/2023,Perlis,Manufacturing,484.303
abs,01/01/2023,Perlis,Construction,158.567
abs,01/01/2023,Perlis,Services,4451.576
abs,01/01/2023,Perlis,Import Duties,114.338
abs,01/01/2023,Pulau Pinang,Overall GDP,115956.997
abs,01/01/2023,Pulau Pinang,Agriculture,2230.697
abs,01/01/2023,Pulau Pinang,Mining & Quarrying,153.618
abs,01/01/2023,Pulau Pinang,Manufacturing,53893.41
abs,01/01/2023,Pulau Pinang,Construction,3363.574
abs,01/01/2023,Pulau Pinang,Services,55657.576
abs,01/01/2023,Pulau Pinang,Import Duties,658.123
abs,01/01/2023,Sabah,Overall GDP,83196.915
abs,01/01/2023,Sabah,Agriculture,12649.256
abs,01/01/2023,Sabah,Mining & Quarrying,19389.615
abs,01/01/2023,Sabah,Manufacturing,6032.934
abs,01/01/2023,Sabah,Construction,2486.354
abs,01/01/2023,Sabah,Services,42375.969
abs,01/01/2023,Sabah,Import Duties,262.788
abs,01/01/2023,Sarawak,Overall GDP,142351.83
abs,01/01/2023,Sarawak,Agriculture,15028.88
abs,01/01/2023,Sarawak,Mining & Quarrying,29605.348
abs,01/01/2023,Sarawak,Manufacturing,37695.875
abs,01/01/2023,Sarawak,Construction,5059.113
abs,01/01/2023,Sarawak,Services,54543.192
abs,01/01/2023,Sarawak,Import Duties,419.421
abs,01/01/2023,Selangor,Overall GDP,406071.453
abs,01/01/2023,Selangor,Agriculture,4564.477
abs,01/01/2023,Selangor,Mining & Quarrying,827.027
abs,01/01/2023,Selangor,Manufacturing,119571.527
abs,01/01/2023,Selangor,Construction,20060.19
abs,01/01/2023,Selangor,Services,247683.629
abs,01/01/2023,Selangor,Import Duties,13364.603
abs,01/01/2023,Terengganu,Overall GDP,38201.414
abs,01/01/2023,Terengganu,Agriculture,2857.034
abs,01/01/2023,Terengganu,Mining & Quarrying,207.689
abs,01/01/2023,Terengganu,Manufacturing,14083.591
abs,01/01/2023,Terengganu,Construction,1161.791
abs,01/01/2023,Terengganu,Services,19876.587
abs,01/01/2023,Terengganu,Import Duties,14.723
abs,01/01/2023,W.P. Kuala Lumpur,Overall GDP,249301.544
abs,01/01/2023,W.P. Kuala Lumpur,Agriculture,0
abs,01/01/2023,W.P. Kuala Lumpur,Mining & Quarrying,152.658
abs,01/01/2023,W.P. Kuala Lumpur,Manufacturing,6412.314
abs,01/01/2023,W.P. Kuala Lumpur,Construction,11121.63
abs,01/01/2023,W.P. Kuala Lumpur,Services,230391.822
abs,01/01/2023,W.P. Kuala Lumpur,Import Duties,1221.887
abs,01/01/2023,W.P. Labuan,Overall GDP,8115.199
abs,01/01/2023,W.P. Labuan,Agriculture,126.045
abs,01/01/2023,W.P. Labuan,Mining & Quarrying,0
abs,01/01/2023,W.P. Labuan,Manufacturing,1382.377
abs,01/01/2023,W.P. Labuan,Construction,150.551
abs,01/01/2023,W.P. Labuan,Services,6416.974
abs,01/01/2023,W.P. Labuan,Import Duties,39.252
growth_yoy,01/01/2016,Johor,Overall GDP,6.073
growth_yoy,01/01/2016,Johor,Agriculture,-3.718
growth_yoy,01/01/2016,Johor,Mining & Quarrying,19.697
growth_yoy,01/01/2016,Johor,Manufacturing,5.448
growth_yoy,01/01/2016,Johor,Construction,23.515
growth_yoy,01/01/2016,Johor,Services,6.046
growth_yoy,01/01/2016,Johor,Import Duties,39.575
growth_yoy,01/01/2016,Kedah,Overall GDP,4.061
growth_yoy,01/01/2016,Kedah,Agriculture,-4.073
growth_yoy,01/01/2016,Kedah,Mining & Quarrying,15.226
growth_yoy,01/01/2016,Kedah,Manufacturing,4.436
growth_yoy,01/01/2016,Kedah,Construction,15.674
growth_yoy,01/01/2016,Kedah,Services,5.305
growth_yoy,01/01/2016,Kedah,Import Duties,11.61
growth_yoy,01/01/2016,Kelantan,Overall GDP,4.989
growth_yoy,01/01/2016,Kelantan,Agriculture,3.638
growth_yoy,01/01/2016,Kelantan,Mining & Quarrying,12.303
growth_yoy,01/01/2016,Kelantan,Manufacturing,2.136
growth_yoy,01/01/2016,Kelantan,Construction,29.404
growth_yoy,01/01/2016,Kelantan,Services,4.872
growth_yoy,01/01/2016,Kelantan,Import Duties,-17.495
growth_yoy,01/01/2016,Melaka,Overall GDP,4.533
growth_yoy,01/01/2016,Melaka,Agriculture,4.127
growth_yoy,01/01/2016,Melaka,Mining & Quarrying,19.596
growth_yoy,01/01/2016,Melaka,Manufacturing,3.966
growth_yoy,01/01/2016,Melaka,Construction,5.351
growth_yoy,01/01/2016,Melaka,Services,5.023
growth_yoy,01/01/2016,Melaka,Import Duties,4.416
growth_yoy,01/01/2016,Negeri Sembilan,Overall GDP,3.946
growth_yoy,01/01/2016,Negeri Sembilan,Agriculture,-5.529
growth_yoy,01/01/2016,Negeri Sembilan,Mining & Quarrying,19.541
growth_yoy,01/01/2016,Negeri Sembilan,Manufacturing,2.901
growth_yoy,01/01/2016,Negeri Sembilan,Construction,9.468
growth_yoy,01/01/2016,Negeri Sembilan,Services,5.411
growth_yoy,01/01/2016,Negeri Sembilan,Import Duties,15.315
growth_yoy,01/01/2016,Pahang,Overall GDP,2.883
growth_yoy,01/01/2016,Pahang,Agriculture,-4.048
growth_yoy,01/01/2016,Pahang,Mining & Quarrying,-32.982
growth_yoy,01/01/2016,Pahang,Manufacturing,3.873
growth_yoy,01/01/2016,Pahang,Construction,29.518
growth_yoy,01/01/2016,Pahang,Services,5.394
growth_yoy,01/01/2016,Pahang,Import Duties,25.733
growth_yoy,01/01/2016,Perak,Overall GDP,4.405
growth_yoy,01/01/2016,Perak,Agriculture,-1.933
growth_yoy,01/01/2016,Perak,Mining & Quarrying,16.812
growth_yoy,01/01/2016,Perak,Manufacturing,5.021
growth_yoy,01/01/2016,Perak,Construction,8.048
growth_yoy,01/01/2016,Perak,Services,5.525
growth_yoy,01/01/2016,Perak,Import Duties,27.246
growth_yoy,01/01/2016,Perlis,Overall GDP,4.048
growth_yoy,01/01/2016,Perlis,Agriculture,3.359
growth_yoy,01/01/2016,Perlis,Mining & Quarrying,-10.534
growth_yoy,01/01/2016,Perlis,Manufacturing,-2.103
growth_yoy,01/01/2016,Perlis,Construction,9.733
growth_yoy,01/01/2016,Perlis,Services,4.822
growth_yoy,01/01/2016,Perlis,Import Duties,7.678
growth_yoy,01/01/2016,Pulau Pinang,Overall GDP,5.563
growth_yoy,01/01/2016,Pulau Pinang,Agriculture,-4.606
growth_yoy,01/01/2016,Pulau Pinang,Mining & Quarrying,9.039
