series,date,state,sector,value
growth_yoy,01/01/2016,Pulau Pinang,Manufacturing,5.399
growth_yoy,01/01/2016,Pulau Pinang,Construction,10.047
growth_yoy,01/01/2016,Pulau Pinang,Services,5.78
growth_yoy,01/01/2016,Pulau Pinang,Import Duties,13.454
growth_yoy,01/01/2016,Sabah,Overall GDP,5.072
growth_yoy,01/01/2016,Sabah,Agriculture,-10.54
growth_yoy,01/01/2016,Sabah,Mining & Quarrying,20.789
growth_yoy,01/01/2016,Sabah,Manufacturing,-3.656
growth_yoy,01/01/2016,Sabah,Construction,-3.637
growth_yoy,01/01/2016,Sabah,Services,5.732
growth_yoy,01/01/2016,Sabah,Import Duties,5.694
growth_yoy,01/01/2016,Sarawak,Overall GDP,2.408
growth_yoy,01/01/2016,Sarawak,Agriculture,-2.096
growth_yoy,01/01/2016,Sarawak,Mining & Quarrying,-2.008
growth_yoy,01/01/2016,Sarawak,Manufacturing,4.477
growth_yoy,01/01/2016,Sarawak,Construction,-5.445
growth_yoy,01/01/2016,Sarawak,Services,6.808
growth_yoy,01/01/2016,Sarawak,Import Duties,10.382
growth_yoy,01/01/2016,Selangor,Overall GDP,4.841
growth_yoy,01/01/2016,Selangor,Agriculture,-4.998
growth_yoy,01/01/2016,Selangor,Mining & Quarrying,28.953
growth_yoy,01/01/2016,Selangor,Manufacturing,4.2
growth_yoy,01/01/2016,Selangor,Construction,-2.586
growth_yoy,01/01/2016,Selangor,Services,6.039
growth_yoy,01/01/2016,Selangor,Import Duties,5.316
growth_yoy,01/01/2016,Terengganu,Overall GDP,3.241
growth_yoy,01/01/2016,Terengganu,Agriculture,-3.018
growth_yoy,01/01/2016,Terengganu,Mining & Quarrying,9.448
growth_yoy,01/01/2016,Terengganu,Manufacturing,7.255
growth_yoy,01/01/2016,Terengganu,Construction,1.76
growth_yoy,01/01/2016,Terengganu,Services,1.515
growth_yoy,01/01/2016,Terengganu,Import Duties,1.971
growth_yoy,01/01/2016,W.P. Kuala Lumpur,Overall GDP,5.958
growth_yoy,01/01/2016,W.P. Kuala Lumpur,Agriculture,
growth_yoy,01/01/2016,W.P. Kuala Lumpur,Mining & Quarrying,9.872
growth_yoy,01/01/2016,W.P. Kuala Lumpur,Manufacturing,2.722
growth_yoy,01/01/2016,W.P. Kuala Lumpur,Construction,12.344
growth_yoy,01/01/2016,W.P. Kuala Lumpur,Services,5.628
growth_yoy,01/01/2016,W.P. Kuala Lumpur,Import Duties,1.084
growth_yoy,01/01/2016,W.P. Labuan,Overall GDP,6.881
growth_yoy,01/01/2016,W.P. Labuan,Agriculture,-3.1
growth_yoy,01/01/2016,W.P. Labuan,Mining & Quarrying,
growth_yoy,01/01/2016,W.P. Labuan,Manufacturing,7.475
growth_yoy,01/01/2016,W.P. Labuan,Construction,-18.763
growth_yoy,01/01/2016,W.P. Labuan,Services,7.885
growth_yoy,01/01/2016,W.P. Labuan,Import Duties,3.902
growth_yoy,01/01/2017,Johor,Overall GDP,5.896
growth_yoy,01/01/2017,Johor,Agriculture,7.585
growth_yoy,01/01/2017,Johor,Mining & Quarrying,15.139
growth_yoy,01/01/2017,Johor,Manufacturing,6.869
growth_yoy,01/01/2017,Johor,Construction,-6.362
growth_yoy,01/01/2017,Johor,Services,6.634
growth_yoy,01/01/2017,Johor,Import Duties,8.588
growth_yoy,01/01/2017,Kedah,Overall GDP,4.643
growth_yoy,01/01/2017,Kedah,Agriculture,5.046
growth_yoy,01/01/2017,Kedah,Mining & Quarrying,14.514
growth_yoy,01/01/2017,Kedah,Manufacturing,4.319
growth_yoy,01/01/2017,Kedah,Construction,-6.995
growth_yoy,01/01/2017,Kedah,Services,5.328
growth_yoy,01/01/2017,Kedah,Import Duties,-4.811
growth_yoy,01/01/2017,Kelantan,Overall GDP,4.562
growth_yoy,01/01/2017,Kelantan,Agriculture,3.582
growth_yoy,01/01/2017,Kelantan,Mining & Quarrying,16.733
growth_yoy,01/01/2017,Kelantan,Manufacturing,9.034
growth_yoy,01/01/2017,Kelantan,Construction,-9.472
growth_yoy,01/01/2017,Kelantan,Services,4.882
growth_yoy,01/01/2017,Kelantan,Import Duties,6.181
growth_yoy,01/01/2017,Melaka,Overall GDP,8.266
growth_yoy,01/01/2017,Melaka,Agriculture,7.253
growth_yoy,01/01/2017,Melaka,Mining & Quarrying,7.569
growth_yoy,01/01/2017,Melaka,Manufacturing,6.798
growth_yoy,01/01/2017,Melaka,Construction,72.431
growth_yoy,01/01/2017,Melaka,Services,5.425
growth_yoy,01/01/2017,Melaka,Import Duties,183.583
growth_yoy,01/01/2017,Negeri Sembilan,Overall GDP,4.894
growth_yoy,01/01/2017,Negeri Sembilan,Agriculture,8.664
growth_yoy,01/01/2017,Negeri Sembilan,Mining & Quarrying,9.769
growth_yoy,01/01/2017,Negeri Sembilan,Manufacturing,3.229
growth_yoy,01/01/2017,Negeri Sembilan,Construction,17.029
growth_yoy,01/01/2017,Negeri Sembilan,Services,4.705
growth_yoy,01/01/2017,Negeri Sembilan,Import Duties,5.293
growth_yoy,01/01/2017,Pahang,Overall GDP,7.304
growth_yoy,01/01/2017,Pahang,Agriculture,9.475
growth_yoy,01/01/2017,Pahang,Mining & Quarrying,-19.314
growth_yoy,01/01/2017,Pahang,Manufacturing,6.569
growth_yoy,01/01/2017,Pahang,Construction,18.501
growth_yoy,01/01/2017,Pahang,Services,6.144
growth_yoy,01/01/2017,Pahang,Import Duties,75.987
growth_yoy,01/01/2017,Perak,Overall GDP,5.122
growth_yoy,01/01/2017,Perak,Agriculture,7.787
growth_yoy,01/01/2017,Perak,Mining & Quarrying,5.906
growth_yoy,01/01/2017,Perak,Manufacturing,7.99
growth_yoy,01/01/2017,Perak,Construction,-24.151
growth_yoy,01/01/2017,Perak,Services,5.558
growth_yoy,01/01/2017,Perak,Import Duties,33.705
growth_yoy,01/01/2017,Perlis,Overall GDP,2.245
growth_yoy,01/01/2017,Perlis,Agriculture,4.076
growth_yoy,01/01/2017,Perlis,Mining & Quarrying,8.276
growth_yoy,01/01/2017,Perlis,Manufacturing,2.257
growth_yoy,01/01/2017,Perlis,Construction,-42.848
growth_yoy,01/01/2017,Perlis,Services,4.023
growth_yoy,01/01/2017,Perlis,Import Duties,10.383
growth_yoy,01/01/2017,Pulau Pinang,Overall GDP,5.182
growth_yoy,01/01/2017,Pulau Pinang,Agriculture,2.344
growth_yoy,01/01/2017,Pulau Pinang,Mining & Quarrying,6.226
growth_yoy,01/01/2017,Pulau Pinang,Manufacturing,5.69
growth_yoy,01/01/2017,Pulau Pinang,Construction,-9.906
growth_yoy,01/01/2017,Pulau Pinang,Services,5.566
growth_yoy,01/01/2017,Pulau Pinang,Import Duties,25.876
growth_yoy,01/01/2017,Sabah,Overall GDP,8.095
growth_yoy,01/01/2017,Sabah,Agriculture,4.734
growth_yoy,01/01/2017,Sabah,Mining & Quarrying,15.679
growth_yoy,01/01/2017,Sabah,Manufacturing,5.394
growth_yoy,01/01/2017,Sabah,Construction,-1.487
growth_yoy,01/01/2017,Sabah,Services,5.536
growth_yoy,01/01/2017,Sabah,Import Duties,16.595
growth_yoy,01/01/2017,Sarawak,Overall GDP,4.542
growth_yoy,01/01/2017,Sarawak,Agriculture,0.578
growth_yoy,01/01/2017,Sarawak,Mining & Quarrying,3.284
growth_yoy,01/01/2017,Sarawak,Manufacturing,3.707
growth_yoy,01/01/2017,Sarawak,Construction,19.849
growth_yoy,01/01/2017,Sarawak,Services,6.245
growth_yoy,01/01/2017,Sarawak,Import Duties,16.57
growth_yoy,01/01/2017,Selangor,Overall GDP,7.22
growth_yoy,01/01/2017,Selangor,Agriculture,11.55
growth_yoy,01/01/2017,Selangor,Mining & Quarrying,7.571
growth_yoy,01/01/2017,Selangor,Manufacturing,7.945
growth_yoy,01/01/2017,Selangor,Construction,8.234
growth_yoy,01/01/2017,Selangor,Services,6.987
growth_yoy,01/01/2017,Selangor,Import Duties,1.319
growth_yoy,01/01/2017,Terengganu,Overall GDP,5.743
growth_yoy,01/01/2017,Terengganu,Agriculture,8.951
growth_yoy,01/01/2017,Terengganu,Mining & Quarrying,9.051
growth_yoy,01/01/2017,Terengganu,Manufacturing,3.883
growth_yoy,01/01/2017,Terengganu,Construction,38.739
growth_yoy,01/01/2017,Terengganu,Services,4.376
growth_yoy,01/01/2017,Terengganu,Import Duties,110.722
growth_yoy,01/01/2017,W.P. Kuala Lumpur,Overall GDP,7.584
growth_yoy,01/01/2017,W.P. Kuala Lumpur,Agriculture,
growth_yoy,01/01/2017,W.P. Kuala Lumpur,Mining & Quarrying,12.827
growth_yoy,01/01/2017,W.P. Kuala Lumpur,Manufacturing,1.313
growth_yoy,01/01/2017,W.P. Kuala Lumpur,Construction,13.073
growth_yoy,01/01/2017,W.P. Kuala Lumpur,Services,6.787
growth_yoy,01/01/2017,W.P. Kuala Lumpur,Import Duties,44.306
growth_yoy,01/01/2017,W.P. Labuan,Overall GDP,5.892
growth_yoy,01/01/2017,W.P. Labuan,Agriculture,3.734
growth_yoy,01/01/2017,W.P. Labuan,Mining & Quarrying,
growth_yoy,01/01/2017,W.P. Labuan,Manufacturing,3.161
growth_yoy,01/01/2017,W.P. Labuan,Construction,12.605
growth_yoy,01/01/2017,W.P. Labuan,Services,5.123
growth_yoy,01/01/2017,W.P. Labuan,Import Duties,91.675
growth_yoy,01/01/2018,Johor,Overall GDP,5.685
growth_yoy,01/01/2018,Johor,Agriculture,0.473
growth_yoy,01/01/2018,Johor,Mining & Quarrying,8.483
growth_yoy,01/01/2018,Johor,Manufacturing,5.135
growth_yoy,01/01/2018,Johor,Construction,9.636
growth_yoy,01/01/2018,Johor,Services,7.338
growth_yoy,01/01/2018,Johor,Import Duties,-10.335
growth_yoy,01/01/2018,Kedah,Overall GDP,4.034
growth_yoy,01/01/2018,Kedah,Agriculture,0.054
growth_yoy,01/01/2018,Kedah,Mining & Quarrying,4.865
growth_yoy,01/01/2018,Kedah,Manufacturing,3.035
growth_yoy,01/01/2018,Kedah,Construction,8.707
growth_yoy,01/01/2018,Kedah,Services,5.443
growth_yoy,01/01/2018,Kedah,Import Duties,-8.368
growth_yoy,01/01/2018,Kelantan,Overall GDP,2.73
growth_yoy,01/01/2018,Kelantan,Agriculture,-0.845
growth_yoy,01/01/2018,Kelantan,Mining & Quarrying,19.739
growth_yoy,01/01/2018,Kelantan,Manufacturing,0.26
growth_yoy,01/01/2018,Kelantan,Construction,-37.718
growth_yoy,01/01/2018,Kelantan,Services,5.171
growth_yoy,01/01/2018,Kelantan,Import Duties,-1.599
growth_yoy,01/01/2018,Melaka,Overall GDP,3.786
growth_yoy,01/01/2018,Melaka,Agriculture,-1.247
growth_yoy,01/01/2018,Melaka,Mining & Quarrying,9.496
growth_yoy,01/01/2018,Melaka,Manufacturing,4.573
growth_yoy,01/01/2018,Melaka,Construction,-13.063
growth_yoy,01/01/2018,Melaka,Services,6.003
growth_yoy,01/01/2018,Melaka,Import Duties,-4.645
growth_yoy,01/01/2018,Negeri Sembilan,Overall GDP,4.287
growth_yoy,01/01/2018,Negeri Sembilan,Agriculture,0.055
growth_yoy,01/01/2018,Negeri Sembilan,Mining & Quarrying,3.042
growth_yoy,01/01/2018,Negeri Sembilan,Manufacturing,3.327
growth_yoy,01/01/2018,Negeri Sembilan,Construction,11.649
growth_yoy,01/01/2018,Negeri Sembilan,Services,5.787
growth_yoy,01/01/2018,Negeri Sembilan,Import Duties,-9.529
growth_yoy,01/01/2018,Pahang,Overall GDP,3.112
growth_yoy,01/01/2018,Pahang,Agriculture,1.347
growth_yoy,01/01/2018,Pahang,Mining & Quarrying,-0.558
growth_yoy,01/01/2018,Pahang,Manufacturing,5.752
growth_yoy,01/01/2018,Pahang,Construction,-25.74
growth_yoy,01/01/2018,Pahang,Services,6.491
growth_yoy,01/01/2018,Pahang,Import Duties,-19.245
growth_yoy,01/01/2018,Perak,Overall GDP,5.328
growth_yoy,01/01/2018,Perak,Agriculture,0.474
growth_yoy,01/01/2018,Perak,Mining & Quarrying,5.147
growth_yoy,01/01/2018,Perak,Manufacturing,4.178
growth_yoy,01/01/2018,Perak,Construction,10.586
growth_yoy,01/01/2018,Perak,Services,6.701
growth_yoy,01/01/2018,Perak,Import Duties,-13.824
growth_yoy,01/01/2018,Perlis,Overall GDP,3.349
growth_yoy,01/01/2018,Perlis,Agriculture,0.908
growth_yoy,01/01/2018,Perlis,Mining & Quarrying,6.11
growth_yoy,01/01/2018,Perlis,Manufacturing,1.52
growth_yoy,01/01/2018,Perlis,Construction,21.511
growth_yoy,01/01/2018,Perlis,Services,4.251
growth_yoy,01/01/2018,Perlis,Import Duties,-12.308
growth_yoy,01/01/2018,Pulau Pinang,Overall GDP,5.148
growth_yoy,01/01/2018,Pulau Pinang,Agriculture,-3.204
growth_yoy,01/01/2018,Pulau Pinang,Mining & Quarrying,8.741
growth_yoy,01/01/2018,Pulau Pinang,Manufacturing,5.432
growth_yoy,01/01/2018,Pulau Pinang,Construction,-2.575
growth_yoy,01/01/2018,Pulau Pinang,Services,6.126
growth_yoy,01/01/2018,Pulau Pinang,Import Duties,-10.522
growth_yoy,01/01/2018,Sabah,Overall GDP,1.454
growth_yoy,01/01/2018,Sabah,Agriculture,-0.333
growth_yoy,01/01/2018,Sabah,Mining & Quarrying,-5.686
growth_yoy,01/01/2018,Sabah,Manufacturing,2.379
growth_yoy,01/01/2018,Sabah,Construction,25.65
growth_yoy,01/01/2018,Sabah,Services,5.614
growth_yoy,01/01/2018,Sabah,Import Duties,-7.052
growth_yoy,01/01/2018,Sarawak,Overall GDP,2.183
growth_yoy,01/01/2018,Sarawak,Agriculture,-0.679
growth_yoy,01/01/2018,Sarawak,Mining & Quarrying,-1.943
growth_yoy,01/01/2018,Sarawak,Manufacturing,2.206
growth_yoy,01/01/2018,Sarawak,Construction,1.097
growth_yoy,01/01/2018,Sarawak,Services,6.365
growth_yoy,01/01/2018,Sarawak,Import Duties,-8.716
growth_yoy,01/01/2018,Selangor,Overall GDP,6.959
growth_yoy,01/01/2018,Selangor,Agriculture,4.986
growth_yoy,01/01/2018,Selangor,Mining & Quarrying,6.606
growth_yoy,01/01/2018,Selangor,Manufacturing,7.261
growth_yoy,01/01/2018,Selangor,Construction,6.06
growth_yoy,01/01/2018,Selangor,Services,7.69
growth_yoy,01/01/2018,Selangor,Import Duties,-8.962
growth_yoy,01/01/2018,Terengganu,Overall GDP,2.53
growth_yoy,01/01/2018,Terengganu,Agriculture,-2.547
growth_yoy,01/01/2018,Terengganu,Mining & Quarrying,5.416
growth_yoy,01/01/2018,Terengganu,Manufacturing,3.727
growth_yoy,01/01/2018,Terengganu,Construction,-8.997
growth_yoy,01/01/2018,Terengganu,Services,3.612
growth_yoy,01/01/2018,Terengganu,Import Duties,-38.863
growth_yoy,01/01/2018,W.P. Kuala Lumpur,Overall GDP,6.879
growth_yoy,01/01/2018,W.P. Kuala Lumpur,Agriculture,
growth_yoy,01/01/2018,W.P. Kuala Lumpur,Mining & Quarrying,0.071
growth_yoy,01/01/2018,W.P. Kuala Lumpur,Manufacturing,-0.052
growth_yoy,01/01/2018,W.P. Kuala Lumpur,Construction,6.338
growth_yoy,01/01/2018,W.P. Kuala Lumpur,Services,7.368
growth_yoy,01/01/2018,W.P. Kuala Lumpur,Import Duties,-3.657
growth_yoy,01/01/2018,W.P. Labuan,Overall GDP,6.703
growth_yoy,01/01/2018,W.P. Labuan,Agriculture,5.8
growth_yoy,01/01/2018,W.P. Labuan,Mining & Quarrying,
growth_yoy,01/01/2018,W.P. Labuan,Manufacturing,5.337
growth_yoy,01/01/2018,W.P. Labuan,Construction,14.949
growth_yoy,01/01/2018,W.P. Labuan,Services,7.623
growth_yoy,01/01/2018,W.P. Labuan,Import Duties,-19.969
growth_yoy,01/01/2019,Johor,Overall GDP,2.787
growth_yoy,01/01/2019,Johor,Agriculture,0.965
growth_yoy,01/01/2019,Johor,Mining & Quarrying,14.263
growth_yoy,01/01/2019,Johor,Manufacturing,4.662
growth_yoy,01/01/2019,Johor,Construction,-27.314
growth_yoy,01/01/2019,Johor,Services,6.483
growth_yoy,01/01/2019,Johor,Import Duties,-3.752
growth_yoy,01/01/2019,Kedah,Overall GDP,4.547
growth_yoy,01/01/2019,Kedah,Agriculture,3.251
growth_yoy,01/01/2019,Kedah,Mining & Quarrying,9.063
growth_yoy,01/01/2019,Kedah,Manufacturing,4.696
growth_yoy,01/01/2019,Kedah,Construction,8.081
growth_yoy,01/01/2019,Kedah,Services,4.869
growth_yoy,01/01/2019,Kedah,Import Duties,-20.341
growth_yoy,01/01/2019,Kelantan,Overall GDP,5.536
growth_yoy,01/01/2019,Kelantan,Agriculture,7.055
growth_yoy,01/01/2019,Kelantan,Mining & Quarrying,15.941
growth_yoy,01/01/2019,Kelantan,Manufacturing,1.5
growth_yoy,01/01/2019,Kelantan,Construction,18.097
growth_yoy,01/01/2019,Kelantan,Services,4.87
growth_yoy,01/01/2019,Kelantan,Import Duties,15.015
growth_yoy,01/01/2019,Melaka,Overall GDP,2.85
growth_yoy,01/01/2019,Melaka,Agriculture,-2.94
growth_yoy,01/01/2019,Melaka,Mining & Quarrying,9.588
growth_yoy,01/01/2019,Melaka,Manufacturing,2.51
growth_yoy,01/01/2019,Melaka,Construction,-9.214
growth_yoy,01/01/2019,Melaka,Services,6.016
growth_yoy,01/01/2019,Melaka,Import Duties,-66.515
growth_yoy,01/01/2019,Negeri Sembilan,Overall GDP,5.12
growth_yoy,01/01/2019,Negeri Sembilan,Agriculture,7.032
growth_yoy,01/01/2019,Negeri Sembilan,Mining & Quarrying,5.434
growth_yoy,01/01/2019,Negeri Sembilan,Manufacturing,2.454
growth_yoy,01/01/2019,Negeri Sembilan,Construction,-3.813
growth_yoy,01/01/2019,Negeri Sembilan,Services,8.638
growth_yoy,01/01/2019,Negeri Sembilan,Import Duties,-18.587
growth_yoy,01/01/2019,Pahang,Overall GDP,3.81
growth_yoy,01/01/2019,Pahang,Agriculture,3.468
growth_yoy,01/01/2019,Pahang,Mining & Quarrying,16.246
growth_yoy,01/01/2019,Pahang,Manufacturing,4.693
growth_yoy,01/01/2019,Pahang,Construction,-28.022
growth_yoy,01/01/2019,Pahang,Services,6.196
growth_yoy,01/01/2019,Pahang,Import Duties,-53.746
growth_yoy,01/01/2019,Perak,Overall GDP,4.056
growth_yoy,01/01/2019,Perak,Agriculture,2.898
growth_yoy,01/01/2019,Perak,Mining & Quarrying,9.542
growth_yoy,01/01/2019,Perak,Manufacturing,3.491
growth_yoy,01/01/2019,Perak,Construction,6.566
growth_yoy,01/01/2019,Perak,Services,4.487
growth_yoy,01/01/2019,Perak,Import Duties,-70.436
growth_yoy,01/01/2019,Perlis,Overall GDP,4.519
growth_yoy,01/01/2019,Perlis,Agriculture,5.84
growth_yoy,01/01/2019,Perlis,Mining & Quarrying,2.259
growth_yoy,01/01/2019,Perlis,Manufacturing,1.014
growth_yoy,01/01/2019,Perlis,Construction,13.18
growth_yoy,01/01/2019,Perlis,Services,4.993
growth_yoy,01/01/2019,Perlis,Import Duties,-26.712
growth_yoy,01/01/2019,Pulau Pinang,Overall GDP,3.739
growth_yoy,01/01/2019,Pulau Pinang,Agriculture,5.005
growth_yoy,01/01/2019,Pulau Pinang,Mining & Quarrying,9.648
growth_yoy,01/01/2019,Pulau Pinang,Manufacturing,2.666
growth_yoy,01/01/2019,Pulau Pinang,Construction,0.936
growth_yoy,01/01/2019,Pulau Pinang,Services,5.475
growth_yoy,01/01/2019,Pulau Pinang,Import Duties,-33.4
growth_yoy,01/01/2019,Sabah,Overall GDP,0.741
growth_yoy,01/01/2019,Sabah,Agriculture,-0.847
growth_yoy,01/01/2019,Sabah,Mining & Quarrying,-5.241
growth_yoy,01/01/2019,Sabah,Manufacturing,-0.643
growth_yoy,01/01/2019,Sabah,Construction,6.189
growth_yoy,01/01/2019,Sabah,Services,5.359
growth_yoy,01/01/2019,Sabah,Import Duties,-42.733
growth_yoy,01/01/2019,Sarawak,Overall GDP,2.819
growth_yoy,01/01/2019,Sarawak,Agriculture,-0.217
growth_yoy,01/01/2019,Sarawak,Mining & Quarrying,1.304
growth_yoy,01/01/2019,Sarawak,Manufacturing,2.905
growth_yoy,01/01/2019,Sarawak,Construction,1.675
growth_yoy,01/01/2019,Sarawak,Services,5.287
growth_yoy,01/01/2019,Sarawak,Import Duties,-32.978
growth_yoy,01/01/2019,Selangor,Overall GDP,6.743
growth_yoy,01/01/2019,Selangor,Agriculture,3.843
growth_yoy,01/01/2019,Selangor,Mining & Quarrying,16.514
growth_yoy,01/01/2019,Selangor,Manufacturing,5.277
growth_yoy,01/01/2019,Selangor,Construction,10.824
growth_yoy,01/01/2019,Selangor,Services,7.001
growth_yoy,01/01/2019,Selangor,Import Duties,8.234
growth_yoy,01/01/2019,Terengganu,Overall GDP,3.336
growth_yoy,01/01/2019,Terengganu,Agriculture,5.942
growth_yoy,01/01/2019,Terengganu,Mining & Quarrying,9.656
growth_yoy,01/01/2019,Terengganu,Manufacturing,0.289
growth_yoy,01/01/2019,Terengganu,Construction,0.37
growth_yoy,01/01/2019,Terengganu,Services,5.6
growth_yoy,01/01/2019,Terengganu,Import Duties,-75.112
growth_yoy,01/01/2019,W.P. Kuala Lumpur,Overall GDP,6.097
growth_yoy,01/01/2019,W.P. Kuala Lumpur,Agriculture,
growth_yoy,01/01/2019,W.P. Kuala Lumpur,Mining & Quarrying,4.744
growth_yoy,01/01/2019,W.P. Kuala Lumpur,Manufacturing,4.286
growth_yoy,01/01/2019,W.P. Kuala Lumpur,Construction,5.867
growth_yoy,01/01/2019,W.P. Kuala Lumpur,Services,6.129
growth_yoy,01/01/2019,W.P. Kuala Lumpur,Import Duties,8.59
growth_yoy,01/01/2019,W.P. Labuan,Overall GDP,5.222
growth_yoy,01/01/2019,W.P. Labuan,Agriculture,6.085
growth_yoy,01/01/2019,W.P. Labuan,Mining & Quarrying,
growth_yoy,01/01/2019,W.P. Labuan,Manufacturing,1.391
growth_yoy,01/01/2019,W.P. Labuan,Construction,13.533
growth_yoy,01/01/2019,W.P. Labuan,Services,7.606
growth_yoy,01/01/2019,W.P. Labuan,Import Duties,-73.211
growth_yoy,01/01/2020,Johor,Overall GDP,-4.584
growth_yoy,01/01/2020,Johor,Agriculture,2.764
growth_yoy,01/01/2020,Johor,Mining & Quarrying,-19.08
growth_yoy,01/01/2020,Johor,Manufacturing,-3.674
growth_yoy,01/01/2020,Johor,Construction,-37.676
growth_yoy,01/01/2020,Johor,Services,-3.165
growth_yoy,01/01/2020,Johor,Import Duties,-17.51
growth_yoy,01/01/2020,Kedah,Overall GDP,-1.705
growth_yoy,01/01/2020,Kedah,Agriculture,-2.265
growth_yoy,01/01/2020,Kedah,Mining & Quarrying,-10.729
growth_yoy,01/01/2020,Kedah,Manufacturing,1.408
growth_yoy,01/01/2020,Kedah,Construction,2.039
growth_yoy,01/01/2020,Kedah,Services,-3.391
growth_yoy,01/01/2020,Kedah,Import Duties,10.718
growth_yoy,01/01/2020,Kelantan,Overall GDP,-1.144
growth_yoy,01/01/2020,Kelantan,Agriculture,0.065
growth_yoy,01/01/2020,Kelantan,Mining & Quarrying,-17.973
growth_yoy,01/01/2020,Kelantan,Manufacturing,-5.105
growth_yoy,01/01/2020,Kelantan,Construction,3.477
growth_yoy,01/01/2020,Kelantan,Services,-0.919
growth_yoy,01/01/2020,Kelantan,Import Duties,-20.438
growth_yoy,01/01/2020,Melaka,Overall GDP,-5.858
growth_yoy,01/01/2020,Melaka,Agriculture,3.392
growth_yoy,01/01/2020,Melaka,Mining & Quarrying,-12.697
growth_yoy,01/01/2020,Melaka,Manufacturing,-8.494
growth_yoy,01/01/2020,Melaka,Construction,-26.945
growth_yoy,01/01/2020,Melaka,Services,-4.532
growth_yoy,01/01/2020,Melaka,Import Duties,67.087
growth_yoy,01/01/2020,Negeri Sembilan,Overall GDP,-3.534
growth_yoy,01/01/2020,Negeri Sembilan,Agriculture,-6.694
growth_yoy,01/01/2020,Negeri Sembilan,Mining & Quarrying,-15.308
growth_yoy,01/01/2020,Negeri Sembilan,Manufacturing,-4.931
growth_yoy,01/01/2020,Negeri Sembilan,Construction,-25.638
growth_yoy,01/01/2020,Negeri Sembilan,Services,-0.896
growth_yoy,01/01/2020,Negeri Sembilan,Import Duties,18.32
growth_yoy,01/01/2020,Pahang,Overall GDP,-6.073
growth_yoy,01/01/2020,Pahang,Agriculture,1.185
growth_yoy,01/01/2020,Pahang,Mining & Quarrying,-25.143
growth_yoy,01/01/2020,Pahang,Manufacturing,-4.077
growth_yoy,01/01/2020,Pahang,Construction,-21.711
growth_yoy,01/01/2020,Pahang,Services,-8.67
growth_yoy,01/01/2020,Pahang,Import Duties,36.885
growth_yoy,01/01/2020,Perak,Overall GDP,-2.275
growth_yoy,01/01/2020,Perak,Agriculture,1.043
growth_yoy,01/01/2020,Perak,Mining & Quarrying,-14.352
growth_yoy,01/01/2020,Perak,Manufacturing,3.454
growth_yoy,01/01/2020,Perak,Construction,-17.38
growth_yoy,01/01/2020,Perak,Services,-3.823
growth_yoy,01/01/2020,Perak,Import Duties,62.117
growth_yoy,01/01/2020,Perlis,Overall GDP,-5.954
growth_yoy,01/01/2020,Perlis,Agriculture,-18.456
growth_yoy,01/01/2020,Perlis,Mining & Quarrying,-9.757
growth_yoy,01/01/2020,Perlis,Manufacturing,-5.608
growth_yoy,01/01/2020,Perlis,Construction,-9.634
growth_yoy,01/01/2020,Perlis,Services,-1.047
growth_yoy,01/01/2020,Perlis,Import Duties,-43.967
growth_yoy,01/01/2020,Pulau Pinang,Overall GDP,-2.065
growth_yoy,01/01/2020,Pulau Pinang,Agriculture,-0.916
growth_yoy,01/01/2020,Pulau Pinang,Mining & Quarrying,-18.844
growth_yoy,01/01/2020,Pulau Pinang,Manufacturing,2.755
growth_yoy,01/01/2020,Pulau Pinang,Construction,-15.505
growth_yoy,01/01/2020,Pulau Pinang,Services,-5.482
growth_yoy,01/01/2020,Pulau Pinang,Import Duties,9.446
growth_yoy,01/01/2020,Sabah,Overall GDP,-9.11
growth_yoy,01/01/2020,Sabah,Agriculture,-6.711
growth_yoy,01/01/2020,Sabah,Mining & Quarrying,-12.317
growth_yoy,01/01/2020,Sabah,Manufacturing,-6.636
growth_yoy,01/01/2020,Sabah,Construction,-29.114
growth_yoy,01/01/2020,Sabah,Services,-7.18
growth_yoy,01/01/2020,Sabah,Import Duties,43.933
growth_yoy,01/01/2020,Sarawak,Overall GDP,-6.729
growth_yoy,01/01/2020,Sarawak,Agriculture,-10.079
growth_yoy,01/01/2020,Sarawak,Mining & Quarrying,-4.736
growth_yoy,01/01/2020,Sarawak,Manufacturing,-8.699
growth_yoy,01/01/2020,Sarawak,Construction,-8.811
growth_yoy,01/01/2020,Sarawak,Services,-5.334
growth_yoy,01/01/2020,Sarawak,Import Duties,21.808
growth_yoy,01/01/2020,Selangor,Overall GDP,-5.276
growth_yoy,01/01/2020,Selangor,Agriculture,0.262
growth_yoy,01/01/2020,Selangor,Mining & Quarrying,-12.095
growth_yoy,01/01/2020,Selangor,Manufacturing,-0.863
growth_yoy,01/01/2020,Selangor,Construction,-9.674
growth_yoy,01/01/2020,Selangor,Services,-6.634
growth_yoy,01/01/2020,Selangor,Import Duties,-12.536
growth_yoy,01/01/2020,Terengganu,Overall GDP,-5.573
growth_yoy,01/01/2020,Terengganu,Agriculture,-3.755
growth_yoy,01/01/2020,Terengganu,Mining & Quarrying,-12.456
growth_yoy,01/01/2020,Terengganu,Manufacturing,-9.407
growth_yoy,01/01/2020,Terengganu,Construction,-7.292
growth_yoy,01/01/2020,Terengganu,Services,-3.059
growth_yoy,01/01/2020,Terengganu,Import Duties,92.504
